,id,name,categories,lat,lng,postalCode,dist
2005,4cc1b0f843646dcb2a4a478c,Clerk and Well,Gastropub,51.52204820345086,-0.11063956963029839,EC1R 5DU,1.3466844224442467
2006,4b7efbddf964a5203e0e30e3,The Horatia,Bar,51.54992381673897,-0.10854967130547732,N7 8JE,3.3223485193479654
2007,4c07de0d708c2d7f0da0ca63,Doggett's Coat & Badge,Gastropub,51.508654028327804,-0.10476049220794895,SE1 9UD,1.9154438589666578
2008,4c347783ed37a59367df6e03,Open Kitchen,Gastropub,51.52907699298208,-0.07987267819297897,N1 6LR,0.795159450599288
2009,57a236f6498e6185b636d556,The Institute of Light,Lounge,51.539727874227125,-0.058322745464697116,E8 3SB,1.984100757396744
2010,4b4b89c1f964a5208a9f26e3,William IV Pub,Gastropub,51.53034756865413,-0.09238349317083247,N1 7QE,1.1379894150242793
2011,4ac518c3f964a52058a420e3,The Narrow,Gastropub,51.509581692531704,-0.03783939382058586,E14 8DP,1.8460678566964597
2012,4ac518b6f964a5201ea120e3,The Mad Hatter,Gastropub,51.507022,-0.104917,SE1 9NY,2.0674097754675547
2013,4acdd211f964a52023cd20e3,The Apple Tree,Pub,51.523637522889324,-0.11206755649930912,WC1X 0AE,1.4017835096300792
2014,52a71f3d11d2a62fe3d9fe1a,The Bull and The Hide,Gastropub,51.51688420432391,-0.08045144673107305,EC2M 4RH,0.6896878443845894
2015,4ac518c5f964a520e7a420e3,The Driver,Gastropub,51.53362400267128,-0.11887167540953605,N1 9RY,2.053680533798418
2016,5b48ffef46e1b6002c6bc721,Lady Abercorn’s Pub & Kitchen,Gastropub,51.517122,-0.081062,EC2M 7QN,0.6759096027830129
2017,57b6257a498e379b1d3ba81d,Thai n Pie,Gastropub,51.5204482,-0.052965599999993174,E1 4TT,0.6789579435197665
2018,4af06e30f964a520f4db21e3,The Marquis Cornwallis,Pub,51.524385717734965,-0.12487695861385732,WC1N 1AP,1.8497809996447663
2019,4cd0232606b54688071cd994,The White Horse,Pub,51.51989444433165,-0.0814085288423005,EC2M 2QA,0.44079808755753025
2020,59c41ff2ee628b11a14ea7df,SAMA Bankside,Gastropub,51.506521,-0.103812,SE1 8BU,2.093664583209481
2021,54464c70498ee5422ea4bfbd,Salt Point,Gastropub,51.51987046810675,-0.08052270950870537,EC2A 2EH,0.4196290593836182
2022,4b574d93f964a520453028e3,The George,Gastropub,51.51703569045019,-0.0810708176162893,EC2M 7QN,0.6845037236074445
2023,4b8c07b7f964a52098b932e3,Balls Brothers,Gastropub,51.51403244103606,-0.10126033701898621,EC4M 7JU,1.386781577903989
2024,516b0c0ee4b09b1cee70628b,Eatsheaf,Gastropub,51.50522802802771,-0.09083342410973182,,2.0304492001699996
2025,4d8f63adc1b1721e17214546,Fox And Trumpet,Gastropub,51.496487458629524,-0.07579922676086426,SE1 3FL,2.8980190882802885
2026,4acd5bcdf964a520f8cb20e3,The Fox,Pub,51.523357650695615,-0.08432956319183155,EC2A 4LB,0.45121635124993104
2027,588723add98f365396d6c2f5,Exmouth Market Grind,Coffee Shop,51.525219,-0.110084,EC1R 4QA,1.362983692459684
2028,59144b7add70c523e68817bc,The Bothy,Gastropub,51.50735,-0.022544637,E14 4ED,2.3850951458029095
2029,4b1807bcf964a520becb23e3,All Bar One,Gastropub,51.50293474945012,-0.11734090214003602,SE1 7PY,2.686534365081582
2030,4f0d886de4b0ac2737df39a0,French Bubbles,Gastropub,51.511914,-0.120104,,2.04265378635942
2031,4ad7a279f964a520130d21e3,Hat & Tun,Gastropub,51.52187412357531,-0.1081347639297895,EC1N 8HX,1.2611841888795248
2032,4ad8b699f964a520e91321e3,The Camel & Artichoke,Pub,51.50073035564702,-0.11325057842075456,SE1 7AE,2.8148047950722157
2033,4dc24e3dd1643ed27a4c05b0,Window Canteen,Coffee Shop,51.531075369224766,-0.06854887592275104,E2 7SJ,0.9708366968623209
2034,4ddd188945ddaa53edb7812d,Rum & Sugar,Bar,51.50934330626027,-0.022996067399109966,E14 4AL,2.222028257534876
2035,5a0c32456e46504e23b60b3f,Polú Poké,Poke Place,51.52169489320002,-0.08011787886299354,E C2A,0.30500655482485417
2036,5ad73149a0215b0cb58801c5,Honi Poke,Poke Place,51.511107,-0.079572,EC3R 7NA,1.2926534893229698
2037,5a69d272da5ede33cb4a92b4,Ahi Poké,Poke Place,51.519818,-0.07506,E1 6EW,0.3146124781388938
2038,5be9da3be07550002cd97f60,Island Poké,Poke Place,51.524765,-0.0808,EC2A 3EP,0.4109364251715016
2039,4b7c2f7bf964a520e2822fe3,Yoga Place E2,Yoga Studio,51.52736452183718,-0.05769669549080574,E2 9QH,0.7301514311085215
2040,5191b79b498ecf861dfade1a,South Place Hotel Gym & Spa,Gym / Fitness Center,51.519122350601634,-0.08642304831199275,EC2M 2AF,0.6302906342230483
2041,4babef9df964a52012d73ae3,The Place,Dance Studio,51.52770409497361,-0.12825684298657036,WC1H 9PY,2.0401802831602724
